Polymer,Polymer_SMILES,Solvent,Solvent_SMILES,Contact_angle,Thickness,Solvent_solubility_parameter,xw_wt_percent,Temperature,Permeate_pressure,J_total_flux,a_separation_factor,Polymer_BRICS,Solvent_BRICS,PS_pair_BRICS,Thickness_um,Solvent_solubility_parameter_Mpa_sqrt,Temp_C,Permeate_pressure_mbar,J_Total_flux_kg_m_2h_1,a_Separation_factor_wo
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.96965866,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,40,1.0,0.1062,0.045445
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.95828066,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,40,1.0,0.1269,0.046193
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.70543616,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,40,1.0,0.2074,0.046193
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.93426043,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,40,1.0,0.2044,0.049017
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.94690265,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,40,1.0,0.1851,0.049232
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.82300885,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,40,1.0,0.2181,0.049232
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.89254109,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,40,1.0,0.1923,0.050112
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.58912769,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,40,1.0,0.3054,0.053708
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.95069532,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,29,1.0,0.063,0.057861
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.91782554,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,29,1.0,0.1172,0.071497
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.85208597,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,29,1.0,0.1167,0.077951
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.8091024,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,29,1.0,0.1317,0.07961
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.63211125,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,29,1.0,0.1562,0.07961
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.70417193,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,29,1.0,0.1348,0.081341
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,95.7,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,35,3.2,0.5704,0.033815
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.5,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",30.0,23.1,35,3.2,0.1576,0.057177
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,98.0,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",3.5,23.1,40,3.0,2.5,0.046316
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.0,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",3.5,23.1,40,3.0,2.0,0.046667
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.0,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",3.5,23.1,50,3.0,3.0,0.046667
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,97.0,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",3.5,23.1,40,3.0,3.181818182,0.049577
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.0,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",2.5,23.1,40,3.0,2.877094972,0.056825
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.0,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",3.5,23.1,25,3.0,0.885714286,0.066038
peba,C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC,n-butanol,CCCCO,89.0,,,99.0,,,,,"['CO', 'CC=O', '.', 'CCCCO']",['CCCCO'],"['CO', 'CC=O', '.', 'CCCCO']",2.0,23.1,40,3.0,4.413407821,0.074583
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",20.0,23.1,40,2.1,0.775895765,0.024612
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,40,2.1,0.805211726,0.024738
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,40,2.1,0.946,0.022523
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.5,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,40,2.1,1.064655172,0.021294
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,40,2.1,1.258358663,0.023305
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,40,2.1,1.282,0.02331
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,40,2.1,1.284482759,0.023294
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,98.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,40,2.1,1.620689655,0.024442
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,50,2.1,1.957446809,0.023605
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,97.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,40,2.1,1.989224138,0.025709
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,96.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,40,2.1,2.435344828,0.026436
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,60,2.1,2.671732523,0.025229
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,70,2.1,3.6443769,0.0275
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,80,2.1,4.76899696,0.028497
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",6.0,23.1,40,2.1,0.927361564,0.0283
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",4.0,23.1,40,2.1,1.240065147,0.033521
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",2.0,23.1,40,2.1,1.880130293,0.03863
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,98.5,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,55,2.0,0.8,0.023816
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",25.01414528,23.1,40,4.0,0.221771424,0.018849
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",15.02445855,23.1,40,4.0,0.382658555,0.017288
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",11.0661469,23.1,40,4.0,0.632996811,0.018719
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",5.551854971,23.1,40,4.0,0.610042672,0.022432
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.69,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",4.405094191,23.1,40,4.0,0.644444444,0.026829
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",4.405094191,23.1,40,4.0,0.720574516,0.02381
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.08,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",4.405094191,23.1,40,4.0,0.744444444,0.023971
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",4.405094191,23.1,40,4.0,0.769430052,0.023827
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,97.88,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",4.405094191,23.1,40,4.0,0.977777778,0.022551
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",4.405094191,23.1,50,4.0,1.183937824,0.022494
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",4.405094191,23.1,60,4.0,1.588082902,0.020887
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",4.405094191,23.1,70,4.0,2.20984456,0.021588
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,110.0,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",13.3,23.1,40,1.0,0.282,0.025907
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,108.2,,,98.5,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",11.5,23.1,55,0.6,0.6926829,0.023782
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,109.0,,,95.0,,,,,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']",10.0,26.5,40,3.0,0.468208092,0.138462
pdms,[Si](C)(C)(C)O(C),n-butanol,CCCCO,109.0,,,95.0,,,,,"['CO[Si](C)(C)C', '.', 'CCCCO']",['CCCCO'],"['CO[Si](C)(C)C', '.', 'CCCCO']",10.0,23.1,40,3.0,0.589595376,0.05
pva,C(C)C(C)(O),methanol,CO,74.0,,,15.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,50,3.0,0.270805067,30.434783
pva,C(C)C(C)(O),methanol,CO,74.0,,,15.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,60,3.0,0.270805067,30.434783
pva,C(C)C(C)(O),methanol,CO,74.0,,,1.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,50,3.0,0.271142921,1176.811594
pva,C(C)C(C)(O),methanol,CO,74.0,,,20.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,50,3.0,0.330898221,20.289855
pva,C(C)C(C)(O),methanol,CO,74.0,,,20.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,60,3.0,0.332481466,20.289855
pva,C(C)C(C)(O),methanol,CO,74.0,,,20.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,70,3.0,0.332481466,20.289855
pva,C(C)C(C)(O),methanol,CO,74.0,,,1.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,60,3.0,0.419519863,1247.826087
pva,C(C)C(C)(O),methanol,CO,74.0,,,10.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,60,3.0,0.432726751,111.594203
pva,C(C)C(C)(O),methanol,CO,74.0,,,3.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,60,3.0,0.43333507,882.608696
pva,C(C)C(C)(O),methanol,CO,74.0,,,5.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,60,3.0,0.475679607,547.826087
pva,C(C)C(C)(O),methanol,CO,74.0,,,15.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,70,3.0,0.487656633,30.434783
pva,C(C)C(C)(O),methanol,CO,74.0,,,3.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,70,3.0,0.5798413,913.043478
pva,C(C)C(C)(O),methanol,CO,74.0,,,1.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,70,3.0,0.580966706,1318.84058
pva,C(C)C(C)(O),methanol,CO,74.0,,,10.0,,,,,"['CCC(C)O', '.', 'CO']",['CO'],"['CCC(C)O', '.', 'CO']",3.0,29.6,70,3.0,0.663587992,111.594203
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']",25.0,23.5,30,1.0,0.212258065,0.055319
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,,,96.0,,,,,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']",25.0,23.5,30,1.0,0.30375,0.077143
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,,,96.0,,,,,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']",25.0,23.5,30,1.0,0.307096774,0.076471
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,,,93.0,,,,,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']",25.0,23.5,30,1.0,0.429032258,0.086667
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,,,91.0,,,,,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']",25.0,23.5,30,1.0,0.609677419,0.096296
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,,,96.0,,,,,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']",25.0,23.5,50,1.0,0.63,0.092571
pdms,[Si](C)(C)(C)O(C),ipa,CC(C)O,108.08219,,,96.0,,,,,"['CO[Si](C)(C)C', '.', 'CC(C)O']",['CC(C)O'],"['CO[Si](C)(C)C', '.', 'CC(C)O']",25.0,23.5,60,1.0,0.793125,0.100621
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,95.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",1.5,29.6,20,10.0,0.441142857,0.132593
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,,,95.0,,,,,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']",1.5,26.5,20,10.0,0.441142857,0.105294
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,95.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",1.5,29.6,30,10.0,0.660571429,0.137692
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,,,95.0,,,,,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']",1.5,26.5,30,10.0,0.660571429,0.111875
ppms,C[Si](C)(O(C))c1ccccc1,methanol,CO,121.2,,,95.0,,,,,"['CO[Si](C)(C)c1ccccc1', '.', 'CO']",['CO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CO']",1.5,29.6,30,10.0,0.797714286,0.238667
ppms,C[Si](C)(O(C))c1ccccc1,ethanol,CCO,121.2,,,95.0,,,,,"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']",1.5,26.5,30,10.0,0.893714286,0.162727
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,95.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",1.5,29.6,40,10.0,1.140571429,0.1432
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,,,95.0,,,,,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']",1.5,26.5,40,10.0,1.140571429,0.108485
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,95.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",1.5,29.6,45,10.0,1.346285714,0.1432
ppms,C[Si](C)(O(C))c1ccccc1,methanol,CO,121.2,,,95.0,,,,,"['CO[Si](C)(C)c1ccccc1', '.', 'CO']",['CO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CO']",1.5,29.6,40,10.0,1.36,0.210588
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,,,95.0,,,,,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']",1.5,26.5,45,10.0,1.387428571,0.108485
ppms,C[Si](C)(O(C))c1ccccc1,ethanol,CCO,121.2,,,95.0,,,,,"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']",1.5,26.5,40,10.0,1.428571429,0.170476
ppms,C[Si](C)(O(C))c1ccccc1,methanol,CO,121.2,,,95.0,,,,,"['CO[Si](C)(C)c1ccccc1', '.', 'CO']",['CO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CO']",1.5,29.6,45,10.0,1.730285714,0.198889
ppms,C[Si](C)(O(C))c1ccccc1,ethanol,CCO,121.2,,,95.0,,,,,"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)c1ccccc1', '.', 'CCO']",1.5,26.5,45,10.0,1.785142857,0.162727
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,99.7,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,30,9.0,0.366492147,0.130435
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,30,9.0,0.418848168,0.295775
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,35,9.0,0.497382199,0.308824
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,97.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,30,9.0,0.54973822,0.538462
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,99.7,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,35,9.0,0.54973822,0.135484
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,99.7,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,40,9.0,0.641361257,0.138158
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,40,9.0,0.654450262,0.323077
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,97.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,35,9.0,0.732984293,0.567568
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,97.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,40,9.0,0.876963351,0.567568
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,99.0,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,45,9.0,0.994764398,0.344262
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,99.7,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,45,9.0,0.994764398,0.146853
pdms,[Si](C)(C)(C)O(C),methanol,CO,108.08219,,,99.7,,,,,"['CO[Si](C)(C)C', '.', 'CO']",['CO'],"['CO[Si](C)(C)C', '.', 'CO']",8.0,29.6,50,9.0,1.64921466,0.15
